year,plant,species,site,habitat,treatment,survival,height,length,width,green_lvs,scape,new_lvs,biomass,canopy,lf_long,comments
1993,765,2,6,4,4,1,114,230,214,7,0,2,3793,88,NA,NA
1993,766,2,6,4,4,1,122,254,214,6,0,2,3461,88,NA,NA
1993,767,2,6,4,5,1,111,164,156,4.5,1,1.5,2341,80,NA,NA
1993,768,2,6,4,3,1,112,194,158,4,3,1,2196,67,NA,NA
1993,769,2,6,4,4,1,146,260,180,6,0,2,3097,64,NA,NA
1993,770,2,6,4,3,1,97,197,110,5,0,2,2014,37,NA,NA
1993,771,2,6,4,5,1,100,170,109,6,3,2,2336,45,NA,NA
1993,772,2,6,4,4,1,116,147,100,4,0,2,1575,66,NA,NA
1993,773,2,6,4,5,1,92,183,161,5.5,2,2.5,2727,60,NA,NA
1993,774,2,6,4,5,1,68,93,73,3,0,2,953,87,NA,NA
1993,775,2,6,4,4,1,100,163,125,5.5,0,1.5,2341,29,NA,NA
1993,776,2,6,4,3,1,124,203,187,4,0,2,2506,94,NA,NA
1993,777,2,6,4,5,1,64,161,116,5,2,2,2079,65,NA,NA
1993,778,2,6,4,5,1,46,51,33,2,0,1,192,80,NA,NA
1993,779,2,6,4,3,1,73,99,52,2.5,0,0.5,562,67,NA,NA
1993,780,2,6,4,4,1,71,112,99,4,0,3,1564,79,NA,NA
1993,781,2,6,4,4,1,100,232,231,5,0,2,3310,76,NA,NA
1993,782,2,6,4,4,1,86,97,72,2.5,0,1.5,776,95,NA,NA
1993,783,2,6,4,3,1,94,186,104,4,0,2,1618,77,NA,NA
1993,784,2,6,4,4,1,131,248,216,5,0,2,3150,87,NA,NA
1993,785,2,6,4,3,1,67,175,142,5,0,2,2357,92,NA,NA
1993,786,2,6,4,5,1,95,212,149,4,0,1,2099,90,NA,NA
1993,787,2,6,4,3,1,83,132,117,3,0,1,1424,92,NA,NA
1993,788,2,6,4,4,1,96,169,112,3,0,1,1371,94,NA,NA
1993,789,2,6,4,3,1,78,86,53,1,0,0,74,90,NA,NA
1993,790,2,6,4,5,1,114,168,126,3.5,0,1.5,1687,89,NA,NA
1993,791,2,6,4,3,1,73,178,135,4,0,1,1950,91,NA,NA
1993,792,2,6,4,5,1,100,181,85,4,0,2,1414,95,NA,NA
1993,793,2,6,4,5,1,90,173,122,3.5,0,1.5,1644,94,NA,NA
1993,794,2,6,4,3,1,93,188,89,4,0,2,1457,87,NA,NA
1993,795,2,6,4,4,1,99,164,107,3,0,2,1317,91,NA,NA
1993,796,2,6,4,4,1,107,155,109,3,0,1,1339,96,NA,NA
1993,797,2,6,4,4,1,164,226,150,4.5,0,1.5,2276,89,NA,NA
1993,798,2,6,4,5,1,77,113,99,4,0,1,1564,77,NA,NA
1993,799,2,6,4,4,1,133,154,132,4,0,2,1917,86,NA,NA
1993,800,2,6,4,3,1,69,123,80,3,0,1,1028,90,NA,NA
1994,1,1,4,2,NA,1,84,97,88,8,0,4,2667,NA,2,NA
1994,1,2,1,1,NA,1,87,172,97,4.5,0,2,1709,NA,3,NA
1994,2,1,4,2,NA,1,92,108,91,8,0,4,2725,NA,2,NA
1994,2,2,1,1,NA,1,90,160,52,4,0,1,1061,NA,4,NA
1994,3,1,4,2,NA,1,87,104,91,8,0,4,2725,NA,2,NA
1994,3,2,1,1,NA,1,64,122,66,4,0,1,1211,NA,4,NA
1994,4,1,4,2,NA,1,60,55,47,5,0,2,607,NA,2.5,NA
1994,4,2,1,1,NA,1,83,153,89,4,1,2,1457,NA,2,NA
1994,5,1,4,2,NA,1,90,124,115,9,0,4,4147,NA,2.25,NA
1994,5,2,1,1,NA,1,58,115,90,3.5,0,3,1301,NA,1.4,NA
1994,6,1,4,2,NA,1,76,103,81,10,0,4,4227,NA,2.5,NA
1994,6,2,1,1,NA,1,50,81,69,2,0,1,578,NA,2,NA
1994,7,1,4,2,NA,1,88,127,110,10,2,4,5137,NA,2.5,NA
1994,7,2,1,1,NA,1,63,119,91,4,0,1,1478,NA,4,NA
1994,8,1,4,2,NA,1,92,106,84,8,0,4,2589,NA,2,NA
1994,8,2,1,1,NA,1,57,104,90,4,0,2,1468,NA,2,NA
1994,9,1,4,2,NA,1,101,91,88,9,0,4,3497,NA,2.25,NA
1994,9,2,1,1,NA,1,50,80,47,4,0,2,1007,NA,2,NA
1994,10,1,4,2,NA,1,110,102,89,9,1,4,3522,NA,2.25,NA
1994,10,2,1,1,NA,1,63,117,82,3,0,1,1049,NA,3,NA
1994,11,1,4,2,NA,1,93,122,120,9,0,3,4261,NA,3,NA
1994,11,2,1,1,NA,1,59,139,82,4,0,1,1382,NA,4,NA
1994,12,1,4,2,NA,1,117,136,119,9,0,4,4238,NA,2.25,NA
1994,12,2,1,1,NA,1,66,86,68,3,0,2,899,NA,1.5,NA
1994,13,1,4,2,NA,1,79,63,59,7,0,2,1521,NA,3.5,NA
1994,13,2,1,1,NA,1,61,118,90,3.5,0,2,1301,NA,2.33,NA
1994,14,1,4,2,NA,1,98,104,98,9,0,4,3745,NA,2.25,NA
1994,14,2,1,1,NA,1,74,97,76,3.5,0,3,1151,NA,1.4,NA
1994,15,1,4,2,NA,1,104,120,75,7,0,3,1772,NA,2.33,NA
1994,15,2,1,1,NA,1,93,137,99,4,0,2,1564,NA,2,NA
1994,16,1,4,2,NA,1,95,135,111,10,0,3,5166,NA,3.33,NA
1994,16,2,1,1,NA,1,56,99,91,4.5,0,2,1645,NA,3,NA
1994,17,1,4,2,NA,1,101,119,116,10,0,4,5313,NA,2.5,NA
1994,17,2,1,1,NA,1,67,140,93,5,0,1,1832,NA,5,NA
1994,18,1,4,2,NA,1,108,124,116,12,0,5,8081,NA,2.4,NA
1994,18,2,1,1,NA,1,84,114,87,3.5,0,2,1269,NA,2.33,NA
1994,19,1,4,2,NA,1,140,133,94,10,1,4,4647,NA,2.5,NA
1994,19,2,1,1,NA,1,58,111,84,4,0,1,1403,NA,4,NA
1994,20,1,4,2,NA,1,104,130,125,10,0,5,5572,NA,2,NA
1994,20,2,1,1,NA,1,54,91,79,3,0,1,1017,NA,3,NA
1994,21,1,5,2,NA,1,95,110,86,9,0,4,3446,NA,2.25,NA
1994,21,2,4,2,NA,1,90,167,158,6.5,0,3,3027,NA,2.6,NA
1994,22,1,5,2,NA,1,80,109,95,8,1,4,2800,NA,2,NA
1994,22,2,4,2,NA,1,76,110,74,4,1,2,1296,NA,2,NA
1994,23,1,5,2,NA,1,63,92,59,7,0,3,1521,NA,2.33,NA
1994,23,2,4,2,NA,1,100,131,104,3,1,1,1285,NA,3,NA
1994,24,1,5,2,NA,1,48,57,36,5,0,3,512,NA,1.67,NA
1994,24,2,4,2,NA,1,81,115,100,5,0,2,1907,NA,2.5,NA
1994,25,1,5,2,NA,1,49,59,42,4,0,1,338,NA,4,NA
1994,25,2,4,2,NA,1,104,131,115,5.5,0,3,2234,NA,2.2,NA
1994,26,1,5,2,NA,1,69,86,83,11,1,4,5345,NA,2.75,NA
1994,26,2,4,2,NA,1,81,86,79,4,1,1,1350,NA,4,NA
1994,27,1,5,2,NA,1,62,91,78,13,0,5,7545,NA,2.6,NA
1994,27,2,4,2,NA,1,99,122,103,4.5,1,2,1773,NA,3,NA
1994,28,1,5,2,NA,1,66,81,80,8,1,4,2510,NA,2,NA
1994,28,2,4,2,NA,1,98,139,103,5,0,2,1939,NA,2.5,NA
1994,29,1,5,2,NA,1,42,42,41,4,0,3,333,NA,1.33,NA
1994,29,2,4,2,NA,1,104,138,101,6,0,3,2250,NA,2,NA
1994,30,1,5,2,NA,1,70,80,60,6,0,2,1078,NA,3,NA
1994,30,2,4,2,NA,1,100,137,117,6,1,3,2422,NA,2,NA
1994,31,1,1,1,NA,1,82,139,117,12,0,5,8126,NA,2.4,NA
1994,31,2,2,1,NA,1,61,113,103,5,0,2,1939,NA,2.5,NA
1994,32,1,1,1,NA,1,80,107,103,11,0,4,6133,NA,2.75,NA
1994,32,2,2,1,NA,1,86,138,96,3.5,0,2,1366,NA,2.33,NA
1994,33,1,1,1,NA,1,106,141,106,11,1,4,6246,NA,2.75,NA
1994,33,2,2,1,NA,1,101,153,151,5.5,0,4,2620,NA,1.57,NA
1994,34,1,1,1,NA,1,68,105,84,11,0,4,5386,NA,2.75,NA
1994,34,2,2,1,NA,1,83,146,107,5,0,2,1982,NA,2.5,NA
1994,35,1,1,1,NA,1,59,84,77,8,0,3,2450,NA,2.67,NA
1994,35,2,2,1,NA,1,64,83,72,3,0,2,942,NA,1.5,NA
1994,36,1,1,1,NA,1,57,106,74,9,0,4,3132,NA,2.25,NA
1994,36,2,2,1,NA,1,60,101,66,4,0,2,1211,NA,2,NA
1994,37,1,1,1,NA,1,64,74,71,5,0,2,789,NA,2.5,NA
1994,37,2,2,1,NA,1,59,113,86,4,0,2,1425,NA,2,NA
1994,38,1,1,1,NA,1,66,109,54,5,0,3,663,NA,1.67,NA
1994,38,2,2,1,NA,1,77,126,111,7,0,2,2690,NA,3.5,NA
1994,39,1,1,1,NA,1,56,75,68,6,1,3,1168,NA,2,NA
1994,39,2,2,1,NA,1,69,116,93,5,0,2,1832,NA,2.5,NA
1994,40,1,1,1,NA,1,56,98,94,9,0,3,3647,NA,3,NA
1994,40,2,2,1,NA,1,83,107,72,3.5,0,2,1109,NA,2.33,NA
1994,41,1,1,1,NA,1,55,73,64,6,0,3,1124,NA,2,NA
1994,41,2,2,1,NA,1,99,107,86,3,0,2,1092,NA,1.5,NA
1994,42,1,1,1,NA,1,45,58,46,6,0,2,910,NA,3,NA
1994,42,2,2,1,NA,1,71,103,102,3.5,0,2,1430,NA,2.33,NA
1994,43,1,1,1,NA,1,76,116,107,8,0,3,3021,NA,2.67,NA
1994,43,2,2,1,NA,1,100,162,118,5,0,1,2100,NA,5,NA
1994,44,1,1,1,NA,1,63,102,82,7,0,3,1876,NA,2.33,NA
1994,44,2,2,1,NA,1,96,113,107,4,0,2,1650,NA,2,NA
1994,45,1,1,1,NA,1,80,95,83,8,0,3,2570,NA,2.67,NA
1994,45,2,2,1,NA,1,84,119,110,5,0,2,2014,NA,2.5,NA
1994,46,1,1,1,NA,1,71,112,99,6,0,3,1483,NA,2,NA
1994,46,2,2,1,NA,1,93,117,108,4,0,2,1660,NA,2,NA
1994,47,1,1,1,NA,1,63,118,80,7,0,3,1846,NA,2.33,NA
1994,47,2,2,1,NA,1,63,116,88,6,0,1,2111,NA,6,NA
1994,48,1,1,1,NA,1,61,99,50,5,0,3,631,NA,1.67,NA
1994,48,2,2,1,NA,1,73,130,82,3.5,0,3,1216,NA,1.4,NA
1994,49,1,1,1,NA,1,97,156,119,7,0,4,2378,NA,1.75,NA
1994,49,2,2,1,NA,1,82,140,127,4,0,1,1864,NA,4,NA
1994,50,1,1,1,NA,1,82,108,82,8,0,4,2550,NA,2,NA
1994,50,2,2,1,NA,1,66,98,77,5,0,2,1661,NA,2.5,NA
1994,51,1,5,2,NA,1,75,68,61,5,0,2,716,NA,2.5,NA
1994,51,2,4,2,NA,1,107,148,132,7,0,2,2915,NA,3.5,NA
1994,52,1,5,2,NA,1,56,42,41,4,0,2,333,NA,2,NA
1994,52,2,4,2,NA,1,109,159,124,5,0,2,2164,NA,2.5,NA
1994,53,1,5,2,NA,1,66,70,56,7,1,4,1471,NA,1.75,NA
1994,53,2,4,2,NA,1,97,205,150,7,0,3,3108,NA,2.33,NA
1994,54,1,5,2,NA,1,71,71,53,6,0,3,996,NA,2,NA
1994,54,2,4,2,NA,1,102,167,153,6,1,2,2807,NA,3,NA
1994,55,1,5,2,NA,1,82,86,63,8,1,4,2156,NA,2,NA
1994,55,2,4,2,NA,1,112,168,155,7,0,3,3161,NA,2.33,NA
1994,56,1,5,2,NA,1,64,89,69,8,1,4,2284,NA,2,NA
1994,56,2,4,2,NA,1,86,96,83,4,0,2,1393,NA,2,NA
1994,57,1,5,2,NA,1,54,72,42,6,0,3,859,NA,2,NA
1994,57,2,4,2,NA,1,94,158,137,5,1,2,2303,NA,2.5,NA
1994,58,1,5,2,NA,1,86,119,64,10,0,3,3638,NA,3.33,NA
1994,58,2,4,2,NA,1,115,165,93,5,0,1,1832,NA,5,NA
1994,59,1,5,2,NA,1,90,132,82,13,0,5,7789,NA,2.6,NA
1994,59,2,4,2,NA,1,99,147,76,3,0,1,985,NA,3,NA
1994,60,1,5,2,NA,1,59,55,52,6,0,3,984,NA,2,NA
1994,60,2,4,2,NA,1,104,147,124,5,0,3,2164,NA,1.67,NA
1994,61,1,2,1,NA,1,92,73,53,7,0,3,1420,NA,2.33,NA
1994,61,2,2,2,NA,1,127,115,99,4,0,2,1564,NA,2,NA
1994,62,1,2,1,NA,1,118,124,117,14,0,5,11583,NA,2.8,NA
1994,62,2,2,2,NA,1,93,89,66,5,0,2,1543,NA,2.5,NA
1994,63,1,2,1,NA,1,64,80,77,5,0,2,831,NA,2.5,NA
1994,63,2,2,2,NA,1,104,84,76,5,0,2,1650,NA,2.5,NA
1994,64,1,2,1,NA,1,63,84,52,5,0,3,647,NA,1.67,NA
1994,64,2,2,2,NA,1,78,98,61,3.5,0,2,991,NA,2.33,NA
1994,65,1,2,1,NA,1,65,77,56,5.5,0,3,845,NA,2.2,NA
1994,65,2,2,2,NA,1,95,66,53,4,0,2,1071,NA,2,NA
1994,66,1,2,1,NA,1,77,87,68,7,0,3,1665,NA,2.33,NA
1994,66,2,2,2,NA,1,84,75,56,3,0,2,771,NA,1.5,NA
1994,67,1,2,1,NA,1,66,77,70,5.5,0,3,974,NA,2.2,NA
1994,67,2,2,2,NA,1,88,80,67,3.5,0,2,1055,NA,2.33,NA
1994,68,1,2,1,NA,1,76,78,73,6,0,3,1222,NA,2,NA
1994,68,2,2,2,NA,1,64,139,96,4,2,1,1532,NA,4,NA
1994,69,1,2,1,NA,1,79,93,77,7.5,0,4,2112,NA,2.14,NA
1994,69,2,2,2,NA,1,101,118,116,5.5,1,2,2245,NA,3.67,NA
1994,70,1,2,1,NA,1,54,67,46,3,0,2,185,NA,1.5,NA
1994,70,2,2,2,NA,1,77,93,89,5,0,1,1789,NA,5,NA
1994,71,1,2,1,NA,1,86,106,75,6,1,3,1243,NA,2,NA
1994,71,2,2,2,NA,1,104,157,112,4,0,2,1703,NA,2,NA
1994,72,1,2,1,NA,1,61,65,34,4,0,2,296,NA,2,NA
1994,72,2,2,2,NA,1,106,125,71,4.5,0,3,1430,NA,1.8,NA
1994,73,1,2,1,NA,1,65,65,61,5,0,3,716,NA,1.67,NA
1994,73,2,2,2,NA,1,85,117,49,3,0,2,696,NA,1.5,NA
1994,74,1,2,1,NA,1,77,81,66,6.5,0,4,1377,NA,1.86,NA
1994,74,2,2,2,NA,1,86,128,65,3.5,0,3,1034,NA,1.4,NA
1994,75,1,2,1,NA,1,65,70,59,5,0,2,701,NA,2.5,NA
1994,75,2,2,2,NA,1,107,96,88,4.5,0,2,1612,NA,3,NA
1994,76,1,2,1,NA,1,81,71,53,5,0,2,655,NA,2.5,NA
1994,76,2,2,2,NA,1,95,133,118,4,0,2,1767,NA,2,NA
1994,77,1,2,1,NA,1,42,55,44,4,0,2,348,NA,2,NA
1994,77,2,2,2,NA,1,61,78,51,3,0,2,717,NA,1.5,NA
1994,78,1,2,1,NA,1,55,56,51,5,0,2,639,NA,2.5,NA
1994,78,2,2,2,NA,1,95,73,59,4,0,2,1136,NA,2,NA
1994,79,1,2,1,NA,1,82,119,75,6,0,3,1243,NA,2,NA
1994,79,2,2,2,NA,1,74,115,67,5,0,2,1554,NA,2.5,NA
1994,80,1,2,1,NA,1,61,71,63,5,0,3,731,NA,1.67,NA
1994,80,2,2,2,NA,1,82,124,66,3.5,1,2,1044,NA,2.33,NA
1994,81,1,3,1,NA,1,104,131,122,8,0,3,3284,NA,2.67,NA
1994,81,2,5,2,NA,1,87,120,104,7,1,3,2615,NA,2.33,NA
1994,82,1,3,1,NA,1,78,131,128,8,0,4,3386,NA,2,NA
1994,82,2,5,2,NA,1,60,118,79,4,2,2,1350,NA,2,NA
1994,83,1,3,1,NA,1,99,127,123,8,0,4,3301,NA,2,NA
1994,83,2,5,2,NA,1,91,117,85,5,0,3,1747,NA,1.67,NA
1994,84,1,3,1,NA,1,98,126,106,6,0,3,1549,NA,2,NA
1994,84,2,5,2,NA,1,86,131,120,5.5,3,2,2288,NA,3.67,NA
1994,85,1,3,1,NA,1,54,96,80,7,0,2,1846,NA,3.5,NA
1994,85,2,5,2,NA,1,89,124,109,6,0,3,2336,NA,2,NA
1994,86,1,3,1,NA,1,73,101,91,9,0,4,3573,NA,2.25,NA
1994,86,2,5,2,NA,1,79,135,85,7,0,3,2412,NA,2.33,NA
1994,87,1,3,1,NA,1,62,102,93,8,0,4,2763,NA,2,NA
1994,87,2,5,2,NA,1,58,115,59,4.5,0,2,1302,NA,3,NA
1994,88,1,3,1,NA,1,53,73,51,5,0,2,639,NA,2.5,NA
1994,88,2,5,2,NA,1,60,138,130,6,0,2,2561,NA,3,NA
1994,89,1,3,1,NA,1,51,64,46,6,0,3,910,NA,2,NA
1994,89,2,5,2,NA,1,89,188,148,6.5,4,3,2920,NA,2.6,NA
1994,90,1,3,1,NA,1,45,59,57,5,0,3,686,NA,1.67,NA
1994,90,2,5,2,NA,1,97,135,114,5,0,2,2057,NA,2.5,NA
1994,91,1,2,2,NA,1,107,89,84,8,1,3,2589,NA,2.67,NA
1994,91,2,5,2,NA,1,87,94,85,5,0,2,1747,NA,2.5,NA
1994,92,1,2,2,NA,1,84,76,68,6,0,3,1168,NA,2,NA
1994,92,2,5,2,NA,1,79,64,51,3,0,1,717,NA,3,NA
1994,93,1,2,2,NA,1,98,108,83,8,0,3,2570,NA,2.67,NA
1994,93,2,5,2,NA,1,98,120,105,4.5,1,2,1795,NA,3,NA
1994,94,1,2,2,NA,1,99,122,100,9,2,4,3794,NA,2.25,NA
1994,94,2,5,2,NA,1,80,128,96,7,0,3,2529,NA,2.33,NA
1994,95,1,2,2,NA,1,104,96,79,9,0,4,3265,NA,2.25,NA
1994,95,2,5,2,NA,1,86,125,38,4,0,2,911,NA,2,NA
1994,96,1,2,2,NA,1,107,106,82,9,0,4,3343,NA,2.25,NA
1994,96,2,5,2,NA,1,87,81,72,5,1,2,1607,NA,2.5,NA
1994,97,1,2,2,NA,1,92,101,89,8,0,4,2686,NA,2,NA
1994,97,2,5,2,NA,1,68,89,75,4,1,1,1307,NA,4,NA
1994,98,1,2,2,NA,1,73,83,77,7,0,3,1802,NA,2.33,NA
1994,98,2,5,2,NA,1,80,113,95,6,0,3,2186,NA,2,NA
1994,99,1,2,2,NA,1,92,89,87,8,0,3,2648,NA,2.67,NA
1994,99,2,5,2,NA,1,97,118,77,7,0,3,2326,NA,2.33,NA
1994,100,1,2,2,NA,1,91,77,64,8,0,3,2177,NA,2.67,NA
1994,100,2,5,2,NA,1,56,73,59,5.5,0,3,1634,NA,2.2,NA
1994,101,1,2,2,NA,1,95,115,90,8,0,4,2706,NA,2,NA
1994,101,2,3,1,NA,1,73,140,72,4,0,2,1275,NA,2,NA
1994,102,1,2,2,NA,1,106,112,106,9,0,4,3937,NA,2.25,NA
1994,102,2,3,1,NA,1,64,90,87,3,0,1,1103,NA,3,NA
1994,103,1,2,2,NA,1,96,129,117,9,0,4,4193,NA,2.25,NA
1994,103,2,3,1,NA,1,98,167,125,5.5,0,2,2341,NA,3.67,NA
1994,104,1,2,2,NA,1,100,125,110,11,1,4,6396,NA,2.75,NA
1994,104,2,3,1,NA,1,95,183,98,4,0,1,1553,NA,4,NA
1994,105,1,2,2,NA,1,97,147,139,10,1,5,5962,NA,2,NA
1994,105,2,3,1,NA,1,72,86,70,4,0,2,1253,NA,2,NA
1994,106,1,2,2,NA,1,86,116,105,11,1,5,6209,NA,2.2,NA
1994,106,2,3,1,NA,1,56,93,76,2.5,0,2,819,NA,1.67,NA
1994,107,1,2,2,NA,1,83,108,75,9,1,4,3159,NA,2.25,NA
1994,107,2,3,1,NA,1,62,83,73,3,0,1,953,NA,3,NA
1994,108,1,2,2,NA,1,71,104,87,9,1,4,3472,NA,2.25,NA
1994,108,2,3,1,NA,1,60,88,60,3,0,2,814,NA,1.5,NA
1994,109,1,2,2,NA,1,72,92,89,9,1,4,3522,NA,2.25,NA
1994,109,2,3,1,NA,1,70,98,78,3,0,2,1007,NA,1.5,NA
1994,110,1,2,2,NA,1,76,102,90,11,0,4,5628,NA,2.75,NA
1994,110,2,3,1,NA,1,68,116,103,3,0,2,1274,NA,1.5,NA
1994,111,1,3,1,NA,1,76,102,97,9,0,4,3721,NA,2.25,NA
1994,111,2,3,1,NA,1,61,112,94,4,0,1,1510,NA,4,NA
1994,112,1,3,1,NA,1,46,62,51,5,0,2,639,NA,2.5,NA
1994,112,2,3,1,NA,1,80,137,133,4,0,1,1928,NA,4,NA
1994,113,1,3,1,NA,1,81,90,79,9,0,4,3265,NA,2.25,NA
1994,113,2,3,1,NA,1,66,108,75,4,0,3,1307,NA,1.33,NA
1994,114,1,3,1,NA,1,61,80,62,7,0,3,1570,NA,2.33,NA
1994,114,2,3,1,NA,1,77,144,117,4,0,2,1757,NA,2,NA
1994,115,1,3,1,NA,1,64,92,89,7,0,3,1976,NA,2.33,NA
1994,115,2,3,1,NA,1,85,150,135,7,0,2,2947,NA,3.5,NA
1994,116,1,3,1,NA,1,69,94,92,9,0,4,3598,NA,2.25,NA
1994,116,2,3,1,NA,1,86,134,132,5.5,1,2,2416,NA,3.67,NA
1994,117,1,3,1,NA,1,44,62,39,4,0,1,323,NA,4,NA
1994,117,2,3,1,NA,1,63,101,81,4,0,1,1371,NA,4,NA
1994,118,1,3,1,NA,1,40,59,52,4,0,2,387,NA,2,NA
1994,118,2,3,1,NA,1,67,75,32,3,0,1,514,NA,3,NA
1994,119,1,3,1,NA,1,70,103,76,9,0,4,3185,NA,2.25,NA
1994,119,2,3,1,NA,1,80,89,62,3,0,1,835,NA,3,NA
1994,120,1,3,1,NA,1,84,113,90,9,0,5,3547,NA,1.8,NA
1994,120,2,3,1,NA,1,48,90,73,4,0,2,1286,NA,2,NA
1994,121,1,6,4,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,122,1,6,4,2,1,77,85,59,5,0,2,701,NA,2.5,NA
1994,123,1,6,4,2,1,90,106,73,9,0,4,3105,NA,2.25,NA
1994,124,1,6,4,2,1,58,83,83,6,0,2,1326,NA,3,NA
1994,125,1,6,4,2,1,76,95,80,6,0,2,1295,NA,3,NA
1994,126,1,6,4,2,1,106,127,88,10.5,0,4,4985,NA,3,NA
1994,127,1,6,4,2,1,68,89,67,5,0,2,761,NA,2.5,NA
1994,128,1,6,4,2,1,103,104,102,9,1,3,3842,NA,3,NA
1994,129,1,6,4,2,1,68,99,93,6.5,0,3,1714,NA,2.6,NA
1994,130,1,6,4,2,1,94,100,46,5,0,2,599,NA,2.5,NA
1994,131,1,6,4,2,1,78,111,73,6,0,2,1222,NA,3,NA
1994,132,1,6,4,2,1,107,126,122,7,0,3,2416,NA,2.33,NA
1994,133,1,6,4,2,1,95,100,66,6,0,2,1146,NA,3,NA
1994,134,1,6,4,2,1,65,127,97,5,0,3,963,NA,1.67,NA
1994,135,1,6,4,2,1,90,102,89,7,0,2,1976,NA,3.5,NA
1994,136,1,6,4,2,1,112,130,100,6,0,3,1493,NA,2,NA
1994,137,1,6,4,2,1,106,134,72,7,0,2,1726,NA,3.5,NA
1994,138,1,6,4,2,1,98,112,63,4,0,2,438,NA,2,NA
1994,139,1,6,4,2,1,78,95,53,4,0,2,392,NA,2,NA
1994,140,1,6,4,2,1,108,138,100,6,0,3,1493,NA,2,NA
1994,141,1,6,4,2,1,76,99,82,6,0,2,1316,NA,3,NA
1994,142,1,6,4,2,1,78,104,99,8.5,0,3,3305,NA,3.4,NA
1994,143,1,6,4,2,1,67,109,84,6,0,2,1336,NA,3,NA
1994,144,1,6,4,2,1,84,83,79,6.5,0,3,1545,NA,2.6,NA
1994,145,1,6,4,2,1,93,122,91,6,0,3,1406,NA,2,NA
1994,146,1,6,4,2,1,101,112,97,8,0,3,2838,NA,2.67,NA
1994,147,1,6,4,2,1,78,110,97,6,0,3,1464,NA,2,NA
1994,148,1,6,4,2,1,82,115,98,6,0,2,1474,NA,3,NA
1994,149,1,6,4,2,1,73,95,91,5.5,0,2,1151,NA,3.67,NA
1994,150,1,6,4,2,1,84,112,105,6,0,1,1540,NA,6,NA
1994,151,1,6,4,2,1,76,124,98,6,0,2,1474,NA,3,NA
1994,152,1,6,4,2,1,57,66,66,5,0,2,753,NA,2.5,NA
1994,153,1,6,4,2,1,81,105,103,6,0,2,1521,NA,3,NA
1994,154,1,6,4,2,1,70,94,82,6,0,3,1316,NA,2,NA
1994,155,1,6,4,2,1,68,110,110,7,0,3,2262,NA,2.33,NA
1994,156,1,6,4,2,1,78,99,88,6,0,3,1376,NA,2,NA
1994,157,1,6,4,2,1,66,81,64,4,0,1,442,NA,4,NA
1994,158,1,6,4,2,1,72,101,80,3,0,1,263,NA,3,NA
1994,159,1,6,4,2,1,60,56,55,3,0,1,207,NA,3,NA
1994,160,1,6,4,2,1,75,98,72,4,0,1,477,NA,4,NA
1994,161,1,6,4,2,1,53,89,61,3,0,1,221,NA,3,NA
1994,162,1,6,4,2,1,62,59,58,4,0,2,415,NA,2,NA
1994,163,1,6,4,2,1,84,124,116,8,0,3,3180,NA,2.67,NA
1994,164,1,6,4,2,1,84,105,86,7,0,2,1933,NA,3.5,NA
1994,165,1,6,4,2,1,72,104,87,6,0,3,1366,NA,2,NA
1994,166,1,6,4,2,1,99,129,106,9,0,3,3937,NA,3,NA
1994,167,1,6,4,2,1,61,39,39,2,0,1,65,NA,2,NA
1994,168,1,6,4,2,1,62,78,78,5,0,2,838,NA,2.5,NA
1994,169,1,6,4,2,1,86,121,106,8,0,2,3003,NA,4,NA
1994,170,1,6,4,2,1,56,54,40,3,0,1,169,NA,3,NA
1994,171,1,6,4,1,1,126,204,154,10,0,4,6364,NA,2.5,NA
1994,172,2,6,4,1,1,65,88,62,2.5,0,2,669,NA,1.67,NA
1994,173,1,6,4,1,1,120,197,173,11,0,5,8534,NA,2.2,NA
1994,174,1,6,4,1,1,130,209,203,12,0,4,11543,NA,3,NA
1994,175,1,6,4,1,1,128,218,135,12,0,5,8901,NA,2.4,NA
1994,176,1,6,4,1,1,94,130,103,10,0,4,4926,NA,2.5,NA
1994,177,1,6,4,1,1,75,123,83,6,0,3,1326,NA,2,NA
1994,178,1,6,4,1,1,144,200,200,15,0,6,19102,NA,2.5,NA
1994,179,1,6,4,1,1,84,105,104,8,0,3,2967,NA,2.67,NA
1994,180,1,6,4,1,1,101,125,91,9,0,3,3573,NA,3,NA
1994,181,1,6,4,1,1,91,122,112,7,0,3,2288,NA,2.33,NA
1994,182,1,6,4,1,1,157,224,206,13,0,4,14006,NA,3.25,NA
1994,183,1,6,4,1,1,145,197,187,13,0,5,13169,NA,2.6,NA
1994,184,1,6,4,1,1,89,132,106,8,0,3,3003,NA,2.67,NA
1994,185,1,6,4,1,1,58,75,47,5,0,3,607,NA,1.67,NA
1994,186,1,6,4,1,1,76,77,76,5,0,2,824,NA,2.5,NA
1994,187,1,6,4,1,1,86,114,106,8,0,3,3003,NA,2.67,NA
1994,188,1,6,4,1,1,124,228,165,13.5,0,5,13262,NA,3,NA
1994,189,1,6,4,1,1,123,210,183,10,0,4,7104,NA,2.5,NA
1994,190,1,6,4,1,1,107,140,132,9,0,4,4528,NA,2.25,NA
1994,191,1,6,4,1,1,63,76,67,6,0,3,1157,NA,2,NA
1994,192,1,6,4,1,1,100,134,121,8.5,0,5,3756,NA,1.89,NA
1994,193,1,6,4,1,1,94,127,114,7.5,0,3,2711,NA,3,NA
